scene_name,scene_description,timestamp_mean,timestamp_max,annotation_count_mean,annotation_count_max,official_detection_class_count_mean,official_detection_class_count_max,official_eval_eligible_count_mean,official_eval_eligible_count_max,official_eval_eligible_prop_mean,official_eval_eligible_prop_max,vru_count_mean,vru_count_max,vehicle_count_mean,vehicle_count_max,static_count_mean,static_count_max,other_count_mean,other_count_max,weighted_complexity_mean,weighted_complexity_max,count_score_mean,count_score_max,visibility_mean_score_mean,visibility_mean_score_max,visibility_max_score_mean,visibility_max_score_max,visibility_token_1_prop_mean,visibility_token_1_prop_max,visibility_token_2_prop_mean,visibility_token_2_prop_max,visibility_token_3_prop_mean,visibility_token_3_prop_max,visibility_token_4_prop_mean,visibility_token_4_prop_max,lidar_sparsity_mean_score_mean,lidar_sparsity_mean_score_max,lidar_sparsity_max_score_mean,lidar_sparsity_max_score_max,lidar_points_median_mean,lidar_points_median_max,lidar_points_p10_mean,lidar_points_p10_max,lidar_zero_point_prop_mean,lidar_zero_point_prop_max,official_zero_sensor_point_prop_mean,official_zero_sensor_point_prop_max,distance_ego_mean_m_mean,distance_ego_mean_m_max,distance_ego_median_m_mean,distance_ego_median_m_max,distance_over_40m_prop_mean,distance_over_40m_prop_max,truncation_mean_ratio_mean,truncation_mean_ratio_max,truncation_max_ratio_mean,truncation_max_ratio_max,truncation_mean_score_mean,truncation_mean_score_max,truncation_max_score_mean,truncation_max_score_max,perception_difficulty_score_mean,perception_difficulty_score_max
scene-0029,"Waiting, peds crossing intersection",1531886168114726.2,1531886177698611,46.75,52,46.75,52,25.875,30,0.5569747733243122,0.7428571428571429,41.075,46,5.675,7,0.0,0,0.0,0,87.825,98.0,10.0,10.0,3.7510537256851544,4.851063829787234,10.0,10.0,0.28806668875649083,0.3829787234042553,0.0927557320217002,0.1956521739130435,0.0736989046561147,0.1590909090909091,0.5454786745656943,0.6382978723404256,8.65958873994445,9.042553191489361,10.0,10.0,1.725,3.0,0.0625,1.0,0.23082031726662283,0.43478260869565216,0.21703270912715927,0.43478260869565216,35.96321898320527,36.8559397082272,34.93232392978858,37.8372777725113,0.3598819069835782,0.4423076923076923,0.011542149580854788,0.024158771050014755,0.5323478865336633,0.8290944598006577,0.1480539994636078,0.3469387755102041,6.725,10.0,70.40528066441888,77.29483282674772
scene-0047,"Construction workers close to road, vehicle turn out, cross intersection",1532402142787733.0,1532402152548046,50.8,73,50.8,73,38.925,60,0.7470808198988946,0.9655172413793104,10.725,19,5.925,9,34.15,53,0.0,0,44.45,67.0,9.875,10.0,4.116372976819432,6.405797101449275,10.0,10.0,0.27550590809796843,0.4782608695652174,0.13568101701039798,0.2558139534883721,0.13718225892232047,0.2835820895522388,0.4516308159693131,0.7857142857142857,6.955365633574016,9.0,10.0,10.0,5.8125,13.0,0.7250000000000001,1.7000000000000002,0.0829162016699871,0.16279069767441862,0.0707749824294161,0.12962962962962962,24.88671547480084,36.150789740598405,21.763484237387356,36.4263114611889,0.18015904153157736,0.40425531914893614,0.04512890832258354,0.15700336791253922,0.6374420108018284,1.0,0.6100305279143876,2.095890410958904,7.575,10.0,70.18824162615405,77.2811059907834
scene-0011,"Turn left, pass trucks on both sides, construction workers, sleeping construction workers, garbage, parked cars",1531884535684980.8,1531884545449420,19.575,26,18.275,23,12.575,18,0.6395942988059188,0.9285714285714286,6.125,11,10.6,13,1.55,3,1.3,3,24.275,35.5,10.0,10.0,4.612820808297235,6.045454545454546,10.0,10.0,0.3303550936918483,0.5,0.1382214825256032,0.25,0.11390649789984324,0.30434782608695654,0.4175169258827053,0.6,6.466349100381566,8.4375,10.0,10.0,8.1375,28.0,0.21500000000000002,1.6000000000000005,0.21802254303331164,0.4444444444444444,0.165665777533963,0.3888888888888889,30.313356067063687,40.84016862597161,27.431724849486198,40.53559535100557,0.2821531575383457,0.5,0.042582867692339786,0.10474449280350484,0.5079243715690632,0.9845482170024211,0.6789692138403691,1.8695652173913044,7.35,10.0,70.15448446074167,76.36363636363636
scene-0100,"Wait at red light, oncoming cyclist, peds, parked bicycle, parked construction car",1533151481353522.0,1533151490947745,44.65,48,44.65,48,40.9,44,0.9163448531636813,0.9565217391304348,6.4,7,15.45,18,22.8,23,0.0,0,39.65,43.5,10.0,10.0,1.9505042787672988,2.2222222222222223,10.0,10.0,0.15885445262826495,0.2,0.03684293345148966,0.06382978723404255,0.0346864061080739,0.06818181818181818,0.7696162078121715,0.8,6.623510444110687,6.886363636363637,10.0,10.0,7.5875,9.0,1.4925000000000002,2.0,0.02856162108915017,0.08695652173913043,0.027497309494947268,0.08333333333333333,20.71635519318655,22.29841396369234,16.570976311014636,16.885558739827495,0.08659938370747508,0.125,0.01846330038607859,0.026735559306056606,0.73630385032941,0.7378491431941729,0.29749638402824635,0.47619047619047616,10.0,10.0,69.81644443843747,70.42207792207792
scene-0097,"Wait at red light, turns green, cross intersection",1533151355229660.5,1533151364798112,44.17948717948718,50,42.84615384615385,49,26.256410256410255,34,0.587275762866586,0.7555555555555555,9.102564102564102,12,16.53846153846154,20,17.564102564102566,23,0.9743589743589743,1,44.01282051282051,48.0,10.0,10.0,3.403122379835538,5.146341463414634,10.0,10.0,0.218552278841363,0.36585365853658536,0.10367934627056098,0.17391304347826086,0.16394805584266026,0.22916666666666666,0.5138203190454157,0.7333333333333333,7.142782191828338,8.658536585365853,10.0,10.0,3.5641025641025643,5.5,0.23333333333333336,1.0,0.16386543274992,0.36585365853658536,0.13168483875374534,0.2916666666666667,35.09320185272491,42.868339839417196,28.460228882673384,42.17588083868967,0.36262417572890493,0.5625,0.055289845597927774,0.10959730086136515,0.6377588469478515,1.0,0.7843900762963626,1.4565217391304348,7.435897435897436,10.0,69.66598869122525,75.68452380952381
scene-0043,"Busy intersection, oncoming traffic, construction zone on the left",1532401619397789.5,1532401628898592,52.717948717948715,64,52.717948717948715,64,36.12820512820513,55,0.6778988632437237,0.873015873015873,17.17948717948718,22,12.64102564102564,16,22.897435897435898,28,0.0,0,58.44871794871795,72.0,10.0,10.0,4.281972558936088,5.613636363636363,10.0,10.0,0.35218015888755133,0.5,0.08444250076403448,0.16981132075471697,0.05635782157077783,0.11538461538461539,0.5070195187776364,0.6666666666666666,7.039855161249556,9.25925925925926,10.0,10.0,5.935897435897436,15.0,0.18461538461538465,2.0,0.1752899768986833,0.37209302325581395,0.16000857324434106,0.37209302325581395,29.218213234707637,42.189602739310445,27.817552105044843,33.57811432186078,0.21717174028931518,0.42857142857142855,0.025163473911927515,0.06696485527358939,0.46925855169736225,0.9946105136534673,0.3998473641383272,1.0,7.0,10.0,69.60239297760567,75.04761904761905
scene-0046,"Busy intersection, ped crossing, waiting for traffic light, construction zone on the left",1532402051618116.5,1532402061197933,47.53846153846154,55,46.30769230769231,53,35.84615384615385,46,0.7483481912966637,0.8363636363636363,16.46153846153846,19,9.076923076923077,11,20.76923076923077,24,1.2307692307692308,2,53.0,61.0,10.0,10.0,3.2587534774387343,4.294117647058823,10.0,10.0,0.22408181162634364,0.34615384615384615,0.10831398034808072,0.2,0.08657916624624422,0.21951219512195122,0.5810250417793313,0.7777777777777778,6.765688450280981,7.654545454545454,10.0,10.0,6.82051282051282,10.5,1.1205128205128205,2.0,0.058353280232116604,0.125,0.048652932811637656,0.11764705882352941,26.623152064000625,32.45520142402093,27.25518576470765,32.28325235205011,0.15208413988693747,0.34210526315789475,0.025907351127230794,0.03611171415250607,0.6170096563930169,0.9854804128333069,0.40742454292109265,0.5909090909090909,8.205128205128204,10.0,69.4814209653843,74.18181818181819
scene-0101,"Concrete mixer spinning, traffic cones, wait at red light, move onto bridge, lane change",1533151524214784.8,1533151533947593,61.775,95,61.775,95,47.725,81,0.7601818448885915,0.9534883720930233,12.65,23,17.225,24,31.9,49,0.0,0,58.475,93.5,10.0,10.0,2.160190169866616,3.48,10.0,10.0,0.15123159722828222,0.25,0.05423215676051648,0.1276595744680851,0.0894163667533929,0.21951219512195122,0.7051198792578084,0.8372093023255814,7.707330526781178,8.403225806451612,10.0,10.0,3.5375,6.0,0.4600000000000001,2.0,0.1152601625618819,0.24,0.10331165706337771,0.24,25.984270345292344,42.75270097643661,22.69938245544141,43.23036893708111,0.1840258346963101,0.5357142857142857,0.015887945840565697,0.031826927144025574,0.548078932253644,0.8589684737906138,0.2560804224177136,0.5217391304347826,8.175,10.0,68.99800159866501,73.36734693877551
scene-0022,"Barriers, construction, lane switch, turn left",1531886008218765.5,1531886017948932,52.3,79,51.85,78,37.5,58,0.7339604219233771,0.92,7.8,14,4.95,8,39.1,59,0.45,1,40.325,62.5,10.0,10.0,4.56470752334519,6.206896551724138,10.0,10.0,0.3598873293722079,0.5555555555555556,0.1007247364654937,0.2,0.08692035812155144,0.1780821917808219,0.45246757604074694,0.6833333333333333,6.6307035209413865,7.63265306122449,10.0,10.0,5.9875,19.0,0.6675000000000001,3.4000000000000004,0.10420743494837728,0.28,0.09329510868058134,0.28,23.4814520574817,28.431926833442695,20.479716658740053,25.3550659208658,0.1284318975107186,0.2465753424657534,0.014210756834546381,0.04773031255458349,0.40475486936422306,1.0,0.2473188770861669,0.896551724137931,6.7,10.0,68.77532845910392,76.89655172413792
scene-0066,"Parking lots, parked truck, construction, congestion, worker directing traffic, passing cars",1533153412953748.0,1533153422645986,78.46153846153847,90,78.46153846153847,90,49.84615384615385,58,0.6391231388675346,0.7777777777777778,6.589743589743589,7,57.69230769230769,67,14.179487179487179,17,0.0,0,77.96153846153847,89.0,10.0,10.0,4.150816265633432,6.08641975308642,10.0,10.0,0.16771787068222443,0.37037037037037035,0.2725916692543087,0.3409090909090909,0.18849862467700892,0.25396825396825395,0.3711918353864579,0.4805194805194805,7.452217822186258,8.25925925925926,10.0,10.0,3.2051282051282053,6.0,0.21025641025641034,1.0,0.1971112699694514,0.37037037037037035,0.16676185442323105,0.30864197530864196,35.89983064213135,37.14671435291879,33.46550790899884,34.55484028949016,0.38788902885797644,0.4268292682926829,0.007496351627791473,0.020800817360369404,0.4026531618854157,0.9046871610889161,0.1265576474041677,0.2839506172839506,6.256410256410256,10.0,68.55143141662016,77.4426807760141
scene-0096,"Cross busy intersection, cyclist nearby, construction barriers and cones",1533151279114390.5,1533151288647157,51.30769230769231,76,51.30769230769231,76,34.8974358974359,57,0.6492348599419246,0.8253968253968254,6.9743589743589745,10,18.58974358974359,28,25.743589743589745,54,0.0,0,45.41025641025641,57.5,10.0,10.0,3.6348390261771644,4.62962962962963,10.0,10.0,0.2610126144803966,0.39285714285714285,0.09430990236333404,0.17647058823529413,0.12151452160995327,0.2222222222222222,0.523162961546316,0.75,7.320899344778474,8.6875,10.0,10.0,3.9615384615384617,7.0,0.30769230769230776,1.0,0.16878496332999035,0.5142857142857142,0.1356369590486783,0.34285714285714286,32.68298143640285,43.751735422349476,30.78610997892484,45.362405497334834,0.33391879886902803,0.6206896551724138,0.0414219533714085,0.10490819680318958,0.5372574589709255,0.9984327359012244,0.6066905155582767,1.4038461538461537,6.230769230769231,10.0,68.27599731040449,74.53296703296704
scene-0092,"Drive through passage, peds walking alongside lane",1533151071193987.0,1533151080797639,33.05,63,30.75,60,17.5,45,0.5362711215427971,0.7258064516129032,4.575,7,11.925,16,14.25,48,2.3,3,29.35,42.5,9.75,10.0,4.815507069842445,7.046511627906977,10.0,10.0,0.38908637584665273,0.6976744186046512,0.10281143884514368,0.21739130434782608,0.0683210798199704,0.17391304347826086,0.4397811054882331,0.7619047619047619,6.916564070227899,8.82,10.0,10.0,7.925,44.0,0.3400000000000001,2.8000000000000003,0.19350726877528884,0.5405405405405406,0.16514181344191775,0.4864864864864865,35.644179600141015,45.696886668953404,30.912295759978612,40.36413874593138,0.34528026059079475,0.5789473684210527,0.018645740920294192,0.05965638510092947,0.36006435196122305,0.8218886314089638,0.3129195562815222,1.0,5.9,10.0,68.13570099478838,80.14285714285714
scene-0070,"Peds, ped with bag, bus stop, parking lot, turn right, follow cyclist, trailers, turn left",1533153524997460.2,1533153534698971,45.775,60,45.775,60,24.075,33,0.5436030760482151,0.8095238095238095,4.45,7,41.175,55,0.15,1,0.0,0,50.15,65.0,10.0,10.0,5.814168612367364,6.943396226415095,10.0,10.0,0.3929764577008796,0.5471698113207547,0.21673541626559034,0.3,0.12241870716647867,0.1896551724137931,0.2678694188670514,0.41025641025641024,7.289172338652795,8.491228070175438,10.0,10.0,4.9125,11.0,0.2225,1.0,0.18429899061896596,0.32075471698113206,0.13715280476381722,0.2830188679245283,45.542540166573005,58.19057787297179,43.20564629040104,54.78655179261871,0.5701289524316134,0.7884615384615384,0.010573686787564294,0.03916552080133278,0.26715772171894137,0.7643701919552083,0.18758325042065654,0.7021276595744681,4.275,10.0,67.95132028777259,78.07142857142857
scene-0099,"Parked vans, switch lane, construction zone in the right, bike following in rear, passed by active motorcycle",1533151427146339.8,1533151436699610,48.23076923076923,70,48.23076923076923,70,37.97435897435897,55,0.8028807867579196,0.9705882352941176,5.717948717948718,10,23.82051282051282,28,18.692307692307693,35,0.0,0,44.6025641025641,62.5,10.0,10.0,2.441398697081816,3.282608695652174,10.0,10.0,0.14135061091866882,0.25,0.10031054032062248,0.21428571428571427,0.10857293521692345,0.20588235294117646,0.6497659135437852,0.78125,6.476641210130026,7.766666666666667,10.0,10.0,7.910256410256411,19.0,0.7307692307692308,2.7,0.12241121773620485,0.275,0.08328810250267028,0.17543859649122806,26.323755561659407,32.507147473004785,22.32885044695623,29.370603732215656,0.1843597357382414,0.3125,0.022322857966603094,0.0445637410367228,0.519867162986755,0.9672705759500843,0.3679255174417148,0.7941176470588235,7.948717948717949,10.0,67.47811910481644,72.97619047619047
scene-0074,"Wait at intersection, turn left, bike rack, parked cars, peds",1533153704825179.2,1533153714447571,48.45,57,47.425,56,29.9,37,0.6260285537477769,0.9,10.075,14,36.0,44,2.35,3,0.025,1,57.3375,69.5,10.0,10.0,5.317857613088774,6.523809523809524,10.0,10.0,0.3861538537103074,0.5,0.14478228804398957,0.2619047619047619,0.14761435322592403,0.26,0.3214495050197789,0.5454545454545454,8.199152076497644,9.175438596491228,10.0,10.0,2.35,6.0,0.07250000000000002,1.0,0.25968880944134154,0.40384615384615385,0.2179271675897963,0.35185185185185186,36.76913762313045,41.6184826273254,34.50287113033286,40.67203403911091,0.3779028502336382,0.5227272727272727,0.00641470784708661,0.03160876002866691,0.17769895527082097,0.5896783290747276,0.1299718385173581,0.6744186046511628,3.45,10.0,67.28140218300538,76.47840531561462
scene-0065,"Wait at intersection, truck, peds, turn right, parking lot",1533153352916799.2,1533153362548061,45.95,58,45.95,58,24.7,36,0.5560548918428567,0.8780487804878049,2.8,4,31.225,39,11.925,25,0.0,0,42.7875,51.5,10.0,10.0,4.2607395384944855,5.588235294117647,10.0,10.0,0.32793123646311073,0.4666666666666667,0.10639195763144438,0.24390243902439024,0.07889449014775599,0.1891891891891892,0.4867823157576889,0.75,7.074641937551718,8.5,10.0,10.0,4.7,10.5,0.0875,1.0,0.23663379069302876,0.39655172413793105,0.1961649495373627,0.3448275862068966,37.48087055657901,44.4953736400625,34.140798828046044,42.33604065847774,0.385909443765545,0.5813953488372093,0.015351342168346238,0.047607195194573,0.3218769433381072,0.8463459679787771,0.27057446389771334,0.75,5.325,10.0,67.04422277134844,75.17374517374516
scene-0036,"Parked bicycle, construction, peds, workers, construction vehicle, bike racks",1532400236432781.5,1532400246147283,38.55,79,37.75,79,29.775,61,0.6720503346699593,0.9387755102040817,7.35,13,6.075,13,25.125,53,0.0,0,33.3375,65.5,9.125,10.0,3.884568235232776,6.375,10.0,10.0,0.2374221783197869,0.5,0.19242054281879217,0.4074074074074074,0.0544675507677872,0.1724137931034483,0.5156897280936337,0.7142857142857143,7.331867914389906,9.181818181818182,10.0,10.0,5.7,17.0,1.1875,4.2,0.059629898489401076,0.45454545454545453,0.050082823991893996,0.2727272727272727,27.97050816998214,51.79659039195615,24.964852213807706,55.602249822642236,0.23046295817091916,0.9090909090909091,0.03443410139647252,0.14198320925104305,0.5722819533207436,1.0,0.45271822752249824,1.9545454545454546,5.975,10.0,66.81307768163597,75.10204081632652
scene-0030,"Two parked motorcycles, overtake",1531886207193417.2,1531886217047819,18.8,38,18.8,38,10.2,22,0.556542965556644,0.75,13.875,31,4.65,6,0.275,2,0.0,0,32.5375,68.0,9.25,10.0,5.066490430243579,6.916666666666667,9.825,10.0,0.4516037942964787,0.6666666666666666,0.05210323598338704,0.23529411764705882,0.06190994513169436,0.18181818181818182,0.43438302458843986,0.8333333333333334,7.643077664056619,9.068965517241379,10.0,10.0,3.225,45.0,0.2325,2.5,0.22804403087277808,0.5454545454545454,0.22461810494685214,0.5454545454545454,36.93139192777606,43.6523928762412,33.03332691458925,43.81716044620294,0.3742546307778906,0.5454545454545454,0.01893885279885306,0.09871246356836481,0.32728701321437714,0.9364026329754838,0.2842155701405595,1.3636363636363635,4.7,10.0,66.81254809205822,78.37662337662339
scene-0005,"Overtaken by taxi, construction site",1531884113494840.5,1531884123049151,28.333333333333332,44,28.333333333333332,44,24.71794871794872,41,0.854167330141863,1.0,3.3333333333333335,4,6.769230769230769,12,18.23076923076923,34,0.0,0,22.55128205128205,31.0,9.871794871794872,10.0,2.0672210012300107,3.6875,10.0,10.0,0.14732501655832655,0.25,0.036296644866358446,0.1111111111111111,0.1132981071940786,0.2857142857142857,0.7030802313812364,0.8,5.8841254264885015,8.296296296296296,10.0,10.0,13.051282051282051,51.0,1.771794871794872,7.700000000000001,0.07299139691703566,0.21428571428571427,0.06820798588362462,0.21428571428571427,20.465276421406074,34.118712824173386,18.347968280002625,33.02855562086514,0.09493838554907653,0.3333333333333333,0.08097597433925696,0.18956052882743396,0.6848470385381723,1.0,1.082712776086331,2.3846153846153846,7.846153846153846,10.0,66.78858274536223,72.92207792207792
