scene_name,scene_description,sample_token,timestamp,annotation_count,official_detection_class_count,official_eval_eligible_count,official_eval_eligible_prop,vru_count,vehicle_count,static_count,other_count,weighted_complexity,count_score,visibility_mean_score,visibility_max_score,visibility_token_1_prop,visibility_token_2_prop,visibility_token_3_prop,visibility_token_4_prop,lidar_sparsity_mean_score,lidar_sparsity_max_score,lidar_points_median,lidar_points_p10,lidar_zero_point_prop,official_zero_sensor_point_prop,distance_ego_mean_m,distance_ego_median_m,distance_over_40m_prop,truncation_mean_ratio,truncation_max_ratio,truncation_mean_score,truncation_max_score,score_version,perception_difficulty_score
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",73698638611b4a239dc1cd952921fdd3,1531884002899157,60,60,25,0.4166666666666667,18,3,39,0,58.5,10.0,6.05,10.0,0.5333333333333333,0.06666666666666667,0.08333333333333333,0.31666666666666665,8.6,10.0,1.0,0.0,0.18333333333333332,0.18333333333333332,39.72146998227272,34.77578331818815,0.4166666666666667,0.04974284235555505,0.8665594378830858,0.6666666666666666,10.0,presentation_legacy_v0,79.02380952380952
scene-0018,"Merge left, turn into unloading zone",07794b6977294d6185f1b4567cd10e4b,1531885804948634,71,71,38,0.5352112676056338,27,15,29,0,83.5,10.0,6.154929577464789,10.0,0.5633802816901409,0.056338028169014086,0.04225352112676056,0.3380281690140845,8.830985915492958,10.0,1.0,0.0,0.43661971830985913,0.4225352112676056,26.378020526573238,25.85488886770488,0.11267605633802817,0.013445938914499928,0.501970017344784,0.22535211267605634,10.0,presentation_legacy_v0,78.87323943661971
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",630afa548ead41a48f53e6fb511b65ce,1531883999898289,88,86,45,0.5113636363636364,17,5,64,2,72.0,10.0,6.681818181818182,10.0,0.5454545454545454,0.13636363636363635,0.09090909090909091,0.22727272727272727,7.409090909090909,10.0,2.0,0.0,0.2840909090909091,0.26136363636363635,34.443412812287015,30.457571478062956,0.4318181818181818,0.08701891214147131,0.9747715353207078,1.0909090909090908,10.0,presentation_legacy_v0,78.83116883116882
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",7f96fc627076498587e3b025f66e41ed,1531884000398107,85,84,46,0.5411764705882353,17,5,62,1,70.5,10.0,6.576470588235294,10.0,0.5764705882352941,0.07058823529411765,0.10588235294117647,0.24705882352941178,7.552941176470588,10.0,3.0,0.0,0.2,0.18823529411764706,35.61691679151448,29.187165630166003,0.4117647058823529,0.08458848315270445,0.9872535844417719,1.0235294117647058,10.0,presentation_legacy_v0,78.78991596638656
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",503f1deac86d4a4dafcb2956595bdbdb,1531884003399570,54,54,23,0.42592592592592593,17,3,34,0,54.0,10.0,5.981481481481482,10.0,0.5555555555555556,0.037037037037037035,0.05555555555555555,0.35185185185185186,8.037037037037036,10.0,2.0,0.0,0.2037037037037037,0.16666666666666666,37.84766138778539,32.922978068348016,0.42592592592592593,0.08598349547936855,0.8953276278648443,1.1111111111111112,10.0,presentation_legacy_v0,78.75661375661376
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",cecaca2ac01247418b6b6583e4987d8f,1531884003900006,49,49,21,0.42857142857142855,16,2,31,0,49.5,10.0,5.714285714285714,10.0,0.5306122448979592,0.04081632653061224,0.04081632653061224,0.3877551020408163,8.83673469387755,10.0,2.0,0.0,0.22448979591836735,0.20408163265306123,36.473335872745615,32.8488209893982,0.32653061224489793,0.03190579833052654,0.9984700471293664,0.40816326530612246,10.0,presentation_legacy_v0,78.5131195335277
scene-0023,"Overtake parked car, bus turning, motorcycle",9451ac6ed1854040903b94c284185534,1531886022549010,15,15,11,0.7333333333333333,5,4,6,0,17.0,10.0,6.2,10.0,0.4666666666666667,0.13333333333333333,0.2,0.2,8.0,10.0,4.0,0.0,0.26666666666666666,0.26666666666666666,23.917419729453588,24.197828430823733,0.13333333333333333,0.041045058535035886,0.6156758780255382,0.6666666666666666,10.0,presentation_legacy_v0,78.38095238095238
scene-0030,"Two parked motorcycles, overtake",97df8d32f954486d8b1b47349d45e2f3,1531886205948226,22,22,14,0.6363636363636364,17,5,0,0,39.0,10.0,5.909090909090909,10.0,0.5454545454545454,0.045454545454545456,0.045454545454545456,0.36363636363636365,7.590909090909091,10.0,1.0,0.10000000000000009,0.13636363636363635,0.13636363636363635,33.18309435522773,28.204073483082873,0.3181818181818182,0.09871246356836481,0.7966197704204261,1.3636363636363635,10.0,presentation_legacy_v0,78.37662337662339
scene-0003,"Parking lot, barrier, exit parking lot",77f6617716654cfb8e313f0cd69e04a6,1533201486449154,46,46,23,0.5,16,22,8,0,58.0,10.0,5.978260869565218,10.0,0.5,0.13043478260869565,0.021739130434782608,0.34782608695652173,8.369565217391305,10.0,1.0,0.0,0.391304347826087,0.391304347826087,34.20251211438864,34.35418931233119,0.4782608695652174,0.04442140587719086,0.9473144385958217,0.5,10.0,presentation_legacy_v0,78.35403726708074
scene-0030,"Two parked motorcycles, overtake",3b88aaf7a61c4c25ba12d3fb2d1c33e3,1531886204947942,27,27,10,0.37037037037037035,22,5,0,0,49.0,10.0,5.925925925925926,10.0,0.5555555555555556,0.037037037037037035,0.037037037037037035,0.37037037037037035,8.148148148148149,10.0,1.0,0.0,0.37037037037037035,0.3333333333333333,34.34844590612837,26.234516083900388,0.4074074074074074,0.043434372655893644,0.8067439698462512,0.6296296296296297,10.0,presentation_legacy_v0,78.14814814814815
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",f1bdcd378c1449999d0f3fa42fbf3730,1531883996948741,125,120,53,0.424,19,9,92,5,95.5,10.0,5.8,10.0,0.488,0.08,0.12,0.312,8.328,10.0,1.0,0.0,0.328,0.328,31.21393781741066,32.32697677847819,0.272,0.042645099053281316,0.9932139561371467,0.528,10.0,presentation_legacy_v0,78.08
scene-0070,"Peds, ped with bag, bus stop, parking lot, turn right, follow cyclist, trailers, turn left",df1322915fd545e391a31d837f092a21,1533153519697146,40,40,20,0.5,7,33,0,0,47.0,10.0,6.5,10.0,0.425,0.3,0.05,0.225,7.65,10.0,3.0,0.0,0.275,0.2,49.99172548671178,46.86331200645843,0.65,0.03185379083541886,0.6256548167031122,0.5,10.0,presentation_legacy_v0,78.07142857142857
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",062df314784749bab11d0598c1e3dc8c,1531883996448871,125,120,57,0.456,16,10,94,5,91.5,10.0,5.696,10.0,0.512,0.048,0.08,0.36,8.232,10.0,2.0,0.0,0.232,0.224,29.80605795489092,30.97941726223884,0.2,0.05620455535295574,0.9577611213903411,0.72,10.0,presentation_legacy_v0,78.06857142857142
scene-0102,"Turn right at intersection, cross bridge, many peds",c0a6034c27fe43488476d9a15140e398,1533151593397470,45,45,38,0.8444444444444444,38,7,0,0,83.0,10.0,7.111111111111111,10.0,0.37777777777777777,0.4666666666666667,0.022222222222222223,0.13333333333333333,7.2444444444444445,10.0,5.0,1.0,0.08888888888888889,0.08888888888888889,23.468380950505377,14.544671094696213,0.13333333333333333,0.01904735191529108,0.8571308361880986,0.2222222222222222,10.0,presentation_legacy_v0,77.96825396825396
scene-0018,"Merge left, turn into unloading zone",dbffcc96729b420380ace0e08ad587d5,1531885801898455,82,82,46,0.5609756097560976,29,18,35,0,93.5,10.0,6.182926829268292,10.0,0.5853658536585366,0.036585365853658534,0.024390243902439025,0.35365853658536583,7.987804878048781,10.0,3.0,0.0,0.34146341463414637,0.3170731707317073,24.882239359149715,20.43072837137526,0.15853658536585366,0.025741317052551532,1.0,0.36585365853658536,10.0,presentation_legacy_v0,77.90940766550523
scene-0003,"Parking lot, barrier, exit parking lot",3064a6b9b3f04e5d8e51eefb4be8506a,1533201484049304,51,51,33,0.6470588235294118,15,28,8,0,62.0,10.0,5.764705882352941,10.0,0.49019607843137253,0.09803921568627451,0.058823529411764705,0.35294117647058826,8.568627450980392,10.0,2.0,0.0,0.3137254901960784,0.29411764705882354,35.15276995674539,38.17476066066038,0.47058823529411764,0.012131833254046973,0.6187234959563956,0.19607843137254902,10.0,presentation_legacy_v0,77.89915966386555
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",56df6efe8be541c5b36768babe32f027,1531883999398354,90,87,46,0.5111111111111111,17,5,65,3,73.0,10.0,6.355555555555555,10.0,0.5222222222222223,0.1,0.14444444444444443,0.23333333333333334,7.033333333333333,10.0,3.0,0.0,0.3,0.2777777777777778,32.93701969066314,32.98931032005571,0.43333333333333335,0.08858626926725721,0.9807483161945458,1.1333333333333333,10.0,presentation_legacy_v0,77.88888888888889
scene-0023,"Overtake parked car, bus turning, motorcycle",ef969c90f4294fc3abc0ecd7d85c49a9,1531886022948267,14,14,11,0.7857142857142857,5,4,5,0,16.5,10.0,6.142857142857143,10.0,0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,7.642857142857143,10.0,2.5,0.0,0.21428571428571427,0.21428571428571427,24.53558342363213,24.04522417209062,0.07142857142857142,0.05500055944999887,0.7700078322999842,0.7142857142857143,10.0,presentation_legacy_v0,77.85714285714286
scene-0102,"Turn right at intersection, cross bridge, many peds",6ce8c5bbf572476d84ade686fd21a09d,1533151588447901,44,44,34,0.7727272727272727,31,13,0,0,75.0,10.0,6.25,10.0,0.4318181818181818,0.22727272727272727,0.11363636363636363,0.22727272727272727,7.840909090909091,10.0,3.0,1.0,0.09090909090909091,0.09090909090909091,32.06702108295261,33.233582940766894,0.2727272727272727,0.024364830689787845,0.6896260319464482,0.38636363636363635,10.0,presentation_legacy_v0,77.82467532467533
scene-0003,"Parking lot, barrier, exit parking lot",fd96de719c3a4ca3869bf96166095368,1533201488298804,45,45,24,0.5333333333333333,17,19,9,0,57.5,10.0,5.711111111111111,10.0,0.4888888888888889,0.08888888888888889,0.06666666666666667,0.35555555555555557,7.8,10.0,1.0,0.0,0.26666666666666666,0.2222222222222222,37.203026419296584,36.17145748996344,0.4444444444444444,0.07225001527792604,0.9202289668411426,0.9555555555555556,10.0,presentation_legacy_v0,77.80952380952381
scene-0064,"Parking lots, oncoming special electrical vehicle",96d512f13a6d42fba86f8e06add70b66,1533153297197523,63,63,48,0.7619047619047619,0,60,3,0,61.5,10.0,6.936507936507937,10.0,0.6031746031746031,0.09523809523809523,0.07936507936507936,0.2222222222222222,7.0,10.0,5.0,0.0,0.23809523809523808,0.1746031746031746,30.5334262600012,31.081485721937952,0.19047619047619047,0.02743349541519049,0.6215378009749921,0.49206349206349204,10.0,presentation_legacy_v0,77.75510204081633
scene-0030,"Two parked motorcycles, overtake",bcb22b3f028c4e6289864df5ddbd2b4b,1531886200049248,24,24,14,0.5833333333333334,20,4,0,0,44.0,10.0,5.25,10.0,0.5,0.0,0.08333333333333333,0.4166666666666667,8.75,10.0,1.0,0.0,0.25,0.25,34.844264358709545,31.45434089366094,0.3333333333333333,0.021879555119006116,0.5251093228561468,0.4166666666666667,10.0,presentation_legacy_v0,77.73809523809524
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",1668a4bb60384871aded3c88973dee31,1531884001298885,76,76,41,0.5394736842105263,19,4,53,0,68.5,10.0,5.934210526315789,10.0,0.47368421052631576,0.13157894736842105,0.09210526315789473,0.3026315789473684,8.342105263157896,10.0,2.0,0.0,0.18421052631578946,0.18421052631578946,38.188744113826324,26.841785618200948,0.40789473684210525,0.011662972765664048,0.8863859301904676,0.13157894736842105,10.0,presentation_legacy_v0,77.72556390977444
scene-0102,"Turn right at intersection, cross bridge, many peds",cb8f79c86c884d07a82d6cb7fbeaf75c,1533151592396993,44,44,33,0.75,33,11,0,0,77.0,10.0,6.7272727272727275,10.0,0.3409090909090909,0.45454545454545453,0.045454545454545456,0.1590909090909091,7.431818181818182,10.0,5.0,1.0,0.0,0.0,30.302060023200966,20.32245757706672,0.25,0.021505015153617288,0.9462206667591606,0.22727272727272727,10.0,presentation_legacy_v0,77.69480519480518
scene-0102,"Turn right at intersection, cross bridge, many peds",32dbf4593eee4f7384dcf576b2344059,1533151587948026,44,44,36,0.8181818181818182,31,13,0,0,75.0,10.0,5.863636363636363,10.0,0.4090909090909091,0.20454545454545456,0.11363636363636363,0.2727272727272727,8.045454545454545,10.0,4.0,1.0,0.0,0.0,31.31323523027352,30.579297522859207,0.29545454545454547,0.027415129145955067,0.6451843641169573,0.45454545454545453,10.0,presentation_legacy_v0,77.66233766233766
scene-0003,"Parking lot, barrier, exit parking lot",3be45164a35e465cbfbc3c20ef060718,1533201485449407,47,47,22,0.46808510638297873,16,23,8,0,59.0,10.0,5.276595744680851,10.0,0.46808510638297873,0.0851063829787234,0.0,0.44680851063829785,8.659574468085106,10.0,1.0,0.0,0.3829787234042553,0.3829787234042553,34.288459683068695,34.68893651729863,0.48936170212765956,0.027208448128937867,1.0,0.3404255319148936,10.0,presentation_legacy_v0,77.53799392097265
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",df48fe7222474bc59c0e1fdfa6fdefc5,1531883995449161,129,124,60,0.46511627906976744,20,12,92,5,100.5,10.0,5.635658914728682,10.0,0.5038759689922481,0.06201550387596899,0.05426356589147287,0.3798449612403101,8.232558139534884,10.0,1.0,0.0,0.27906976744186046,0.27906976744186046,30.50431785591328,28.914754120732898,0.13953488372093023,0.02536652475625622,0.8124616543568464,0.3875968992248062,10.0,presentation_legacy_v0,77.50830564784053
scene-0030,"Two parked motorcycles, overtake",071f9d7f2c4f48fcb72fc17756bedfa7,1531886198948857,25,25,12,0.48,20,5,0,0,45.0,10.0,5.04,10.0,0.48,0.0,0.08,0.44,8.8,10.0,2.0,0.0,0.16,0.16,37.15311369950439,33.19795210434628,0.48,0.025470939905999537,0.6367734976499885,0.4,10.0,presentation_legacy_v0,77.4857142857143
scene-0066,"Parking lots, parked truck, construction, congestion, worker directing traffic, passing cars",67eb4a6b67c04fadae51b6425cc939b1,1533153418547802,81,81,45,0.5555555555555556,7,58,16,0,80.0,10.0,6.08641975308642,10.0,0.37037037037037035,0.2716049382716049,0.16049382716049382,0.19753086419753085,7.8765432098765435,10.0,2.0,0.0,0.345679012345679,0.30864197530864196,35.57585707561693,34.49392287458068,0.3950617283950617,0.016566192462086755,0.7568511533505337,0.24691358024691357,10.0,presentation_legacy_v0,77.4426807760141
scene-0045,"Full parking lot, peds, exiting from car park",4460a42bf5764b038a1c605e03a6688f,1532402007797448,70,70,53,0.7571428571428571,19,50,1,0,88.5,10.0,6.314285714285714,10.0,0.5,0.15714285714285714,0.07142857142857142,0.2714285714285714,7.514285714285714,10.0,5.0,0.0,0.12857142857142856,0.1,28.354643964059093,24.25620841307083,0.15714285714285714,0.020996512428519503,0.582048666724359,0.37142857142857144,10.0,presentation_legacy_v0,77.42857142857143
scene-0003,"Parking lot, barrier, exit parking lot",23dc1b528c734082b8b3bfd9757f0eb3,1533201483549464,51,51,32,0.6274509803921569,15,28,8,0,62.0,10.0,5.117647058823529,10.0,0.43137254901960786,0.09803921568627451,0.0392156862745098,0.43137254901960786,8.823529411764707,10.0,2.0,0.0,0.21568627450980393,0.17647058823529413,35.19066335516295,37.820834878572335,0.47058823529411764,0.011518485335189626,0.5148810150497547,0.2549019607843137,10.0,presentation_legacy_v0,77.42296918767506
scene-0007,"Van overtaking us, peds, jaywalker, bicycle rack, turn left",bff71490972b4bb48657dc23eda191fd,1531884261049780,19,19,10,0.5263157894736842,15,4,0,0,34.0,10.0,5.052631578947368,10.0,0.42105263157894735,0.05263157894736842,0.15789473684210525,0.3684210526315789,8.578947368421053,10.0,2.0,0.0,0.2631578947368421,0.2631578947368421,35.36275243361482,34.11812467354134,0.2631578947368421,0.02644510094747928,0.5024569180021063,0.5263157894736842,10.0,presentation_legacy_v0,77.36842105263159
scene-0023,"Overtake parked car, bus turning, motorcycle",363dd5e0bec74edc958547759324c56a,1531886023448102,13,13,11,0.8461538461538461,5,4,4,0,16.0,10.0,5.384615384615385,10.0,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.38461538461538464,7.230769230769231,10.0,4.0,0.20000000000000018,0.15384615384615385,0.07692307692307693,25.82616102802344,25.034533184605493,0.07692307692307693,0.11504395357860832,0.9020149847700538,1.5384615384615385,10.0,presentation_legacy_v0,77.36263736263737
scene-0003,"Parking lot, barrier, exit parking lot",7d1d71e3ce5745f7b49b9c2e5991a45b,1533201485949299,46,46,25,0.5434782608695652,16,22,8,0,58.0,10.0,5.369565217391305,10.0,0.4782608695652174,0.06521739130434782,0.043478260869565216,0.41304347826086957,8.391304347826088,10.0,2.5,0.0,0.34782608695652173,0.32608695652173914,33.871365798154464,33.482294657894414,0.4782608695652174,0.032211948069152244,1.0,0.3695652173913043,10.0,presentation_legacy_v0,77.32919254658385
scene-0018,"Merge left, turn into unloading zone",81f15cced544486daa6aa4d6b6bf17d9,1531885801448918,85,85,48,0.5647058823529412,30,20,35,0,97.5,10.0,5.976470588235294,10.0,0.5764705882352941,0.0,0.07058823529411765,0.35294117647058826,7.870588235294117,10.0,3.0,0.0,0.3411764705882353,0.3058823529411765,24.63017967343724,20.57399247581798,0.16470588235294117,0.021083371729618026,1.0,0.27058823529411763,10.0,presentation_legacy_v0,77.3109243697479
scene-0029,"Waiting, peds crossing intersection",637373c92ca04e68b604ffe4487f2cbe,1531886167797878,47,47,24,0.5106382978723404,40,7,0,0,87.0,10.0,4.787234042553192,10.0,0.3829787234042553,0.1276595744680851,0.02127659574468085,0.46808510638297873,9.042553191489361,10.0,1.0,0.0,0.2765957446808511,0.2553191489361702,36.8559397082272,32.14868774171299,0.3617021276595745,0.021431932336187967,0.8242259739832273,0.2765957446808511,10.0,presentation_legacy_v0,77.29483282674772
scene-0047,"Construction workers close to road, vehicle turn out, cross intersection",9370804fdd1740b7aa20f8ebe98a1121,1532402150947224,31,31,21,0.6774193548387096,4,7,20,0,25.0,10.0,5.612903225806452,10.0,0.41935483870967744,0.16129032258064516,0.0967741935483871,0.3225806451612903,8.161290322580646,10.0,4.0,1.0,0.0967741935483871,0.0967741935483871,29.293219705892458,25.918007643611055,0.25806451612903225,0.02119609526878786,0.6570789533324237,0.3225806451612903,10.0,presentation_legacy_v0,77.2811059907834
scene-0004,"Random scene, arrive at intersection, cross intersection, jaywalkers",d59d3c7fb1a1445785274b1a08b5daa1,1531883995948997,124,119,52,0.41935483870967744,16,12,91,5,92.0,10.0,5.120967741935484,10.0,0.4596774193548387,0.016129032258064516,0.13709677419354838,0.3870967741935484,8.233870967741936,10.0,1.5,0.0,0.29838709677419356,0.27419354838709675,30.030998784078005,29.5089745767837,0.1693548387096774,0.05861175056023084,1.0,0.7258064516129032,10.0,presentation_legacy_v0,77.25806451612904
scene-0003,"Parking lot, barrier, exit parking lot",08254b97198045d98009af51d144d147,1533201486948490,44,44,24,0.5454545454545454,16,20,8,0,56.0,10.0,5.2272727272727275,10.0,0.4090909090909091,0.11363636363636363,0.11363636363636363,0.36363636363636365,8.227272727272727,10.0,2.0,0.0,0.3181818181818182,0.2727272727272727,34.47940065773498,35.3722945109692,0.45454545454545453,0.04421921127698155,0.8882268747596197,0.6136363636363636,10.0,presentation_legacy_v0,77.24025974025975
